Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,hour,weekday,month,is_weekend
2004-06-23 03:00:00,0.3,275.0,2.4,31.0,46.0,21.7,47.3,1.2135,3,2,6,0
2004-06-23 04:00:00,0.35,275.0,2.1,24.0,37.0,20.8,50.3,1.2207,4,2,6,0
2004-06-23 05:00:00,0.4,275.0,2.2,30.0,40.0,21.7,46.8,1.2031,5,2,6,0
2004-06-23 06:00:00,1.0,275.0,6.7,73.0,51.0,20.3,52.3,1.2367,6,2,6,0
2004-06-23 07:00:00,3.8,275.0,23.1,305.0,117.0,20.5,52.3,1.245,7,2,6,0
2004-06-23 08:00:00,3.2,275.0,19.0,295.0,110.0,21.7,49.6,1.2673,8,2,6,0
2004-06-23 09:00:00,3.5,275.0,20.1,331.0,136.0,24.0,43.1,1.2677,9,2,6,0
2004-06-23 10:00:00,3.2,275.0,16.4,304.0,152.0,28.5,31.7,1.2144,10,2,6,0
2004-06-23 11:00:00,2.3,275.0,13.0,210.0,119.0,32.2,25.1,1.189,11,2,6,0
2004-06-23 12:00:00,2.2,275.0,13.1,163.0,106.0,34.9,20.5,1.1279,12,2,6,0
2004-06-23 13:00:00,2.1,275.0,11.8,132.0,101.0,35.4,19.9,1.1222,13,2,6,0
2004-06-23 14:00:00,1.9,275.0,12.7,126.0,110.0,34.4,22.5,1.205,14,2,6,0
2004-06-23 15:00:00,2.4,275.0,14.1,150.0,124.0,34.8,22.8,1.2488,15,2,6,0
2004-06-23 16:00:00,2.5,275.0,14.4,171.0,137.0,34.3,22.4,1.1907,16,2,6,0
2004-06-23 17:00:00,3.6,275.0,20.7,234.0,159.0,32.5,25.3,1.2165,17,2,6,0
2004-06-23 18:00:00,3.9,275.0,21.6,251.0,152.0,31.3,27.3,1.2234,18,2,6,0
2004-06-23 19:00:00,4.4,275.0,24.2,294.0,166.0,30.2,29.0,1.2224,19,2,6,0
2004-06-23 20:00:00,4.8,275.0,21.8,300.0,163.0,28.5,33.3,1.2775,20,2,6,0
2004-06-23 21:00:00,2.5,275.0,13.0,159.0,121.0,27.3,35.3,1.2606,21,2,6,0
2004-06-23 22:00:00,2.8,275.0,15.1,176.0,125.0,26.1,37.8,1.2575,22,2,6,0
2004-06-23 23:00:00,3.2,275.0,16.6,192.0,120.0,24.7,47.1,1.44,23,2,6,0
2004-06-24 00:00:00,2.6,275.0,12.7,152.0,103.0,23.6,59.8,1.7193,0,3,6,0
2004-06-24 01:00:00,1.5,275.0,8.6,63.0,64.0,23.3,60.5,1.706,1,3,6,0
2004-06-24 02:00:00,1.0,275.0,5.3,35.0,44.0,23.3,59.4,1.6753,2,3,6,0
2004-06-24 03:00:00,0.8,275.0,3.6,28.0,39.5,22.9,57.7,1.5902,3,3,6,0
2004-06-24 04:00:00,0.6,275.0,2.8,21.0,35.0,23.7,53.5,1.546,4,3,6,0
2004-06-24 05:00:00,0.6,275.0,3.1,41.0,46.0,21.2,60.9,1.5092,5,3,6,0
2004-06-24 06:00:00,0.7,275.0,3.7,48.0,54.0,22.1,56.2,1.48,6,3,6,0
2004-06-24 07:00:00,1.2,275.0,6.9,102.0,68.0,21.9,57.0,1.4742,7,3,6,0
2004-06-24 08:00:00,1.5,275.0,8.6,111.0,77.0,24.7,45.9,1.4061,8,3,6,0
2004-06-24 09:00:00,1.3,275.0,7.1,93.0,74.0,27.0,40.8,1.4286,9,3,6,0
2004-06-24 10:00:00,1.6,275.0,6.6,118.0,92.0,29.1,37.4,1.4833,10,3,6,0
2004-06-24 11:00:00,1.5,275.0,7.2,93.0,83.0,31.1,32.4,1.4351,11,3,6,0
2004-06-24 12:00:00,1.2,275.0,5.0,56.0,58.0,31.9,30.3,1.4125,12,3,6,0
2004-06-24 13:00:00,1.1,275.0,5.7,51.0,55.0,32.8,28.9,1.412,13,3,6,0
2004-06-24 14:00:00,1.2,275.0,6.0,52.0,61.0,33.4,27.8,1.4119,14,3,6,0
2004-06-24 15:00:00,1.3,275.0,6.1,59.0,65.0,35.3,23.7,1.3331,15,3,6,0
2004-06-24 16:00:00,1.4,275.0,8.0,62.0,74.0,35.8,22.4,1.2915,16,3,6,0
2004-06-24 17:00:00,1.6,275.0,7.8,85.0,89.0,35.3,20.8,1.1664,17,3,6,0
2004-06-24 18:00:00,2.1,275.0,11.1,109.0,103.0,33.3,23.9,1.2085,18,3,6,0
2004-06-24 19:00:00,3.0,275.0,15.9,168.0,128.0,30.3,30.8,1.3044,19,3,6,0
2004-06-24 20:00:00,2.8,275.0,13.7,166.0,122.0,28.3,34.5,1.3084,20,3,6,0
2004-06-24 21:00:00,3.8,275.0,21.6,149.0,125.0,27.1,38.9,1.3758,21,3,6,0
2004-06-24 22:00:00,3.2,275.0,16.8,118.0,119.0,25.4,43.2,1.3805,22,3,6,0
2004-06-24 23:00:00,4.1,275.0,20.5,160.0,126.0,24.6,45.3,1.3767,23,3,6,0
2004-06-25 00:00:00,2.6,275.0,14.1,124.0,100.0,23.7,46.0,1.3346,0,4,6,0
2004-06-25 01:00:00,2.0,275.0,10.9,95.0,94.0,23.0,48.1,1.3322,1,4,6,0
2004-06-25 02:00:00,0.9,275.0,3.6,34.0,52.0,24.8,43.4,1.3366,2,4,6,0
2004-06-25 03:00:00,0.7,275.0,3.3,39.5,58.0,23.1,47.4,1.3208,3,4,6,0
2004-06-25 04:00:00,0.6,275.0,2.4,45.0,64.0,21.7,50.2,1.2917,4,4,6,0
2004-06-25 05:00:00,0.6,275.0,3.0,35.0,46.0,21.9,50.7,1.3138,5,4,6,0
2004-06-25 06:00:00,1.6,275.0,8.9,141.0,88.0,20.1,57.0,1.3216,6,4,6,0
2004-06-25 07:00:00,2.6,275.0,14.8,199.0,104.0,21.5,51.8,1.3129,7,4,6,0
2004-06-25 08:00:00,2.9,275.0,16.2,224.0,125.0,22.9,48.7,1.3416,8,4,6,0
2004-06-25 09:00:00,2.8,275.0,14.6,245.0,151.0,25.7,41.0,1.3351,9,4,6,0
2004-06-25 10:00:00,1.9,275.0,8.0,153.0,113.0,29.9,33.2,1.3793,10,4,6,0
2004-06-25 11:00:00,1.9,275.0,9.1,145.0,102.0,32.9,28.0,1.3789,11,4,6,0
2004-06-25 12:00:00,2.1,275.0,10.0,130.0,108.0,34.0,25.6,1.3363,12,4,6,0
2004-06-25 13:00:00,1.9,275.0,9.8,95.0,93.0,34.7,22.6,1.2297,13,4,6,0
2004-06-25 14:00:00,1.6,275.0,8.3,88.0,89.0,35.5,20.3,1.1586,14,4,6,0
2004-06-25 15:00:00,1.6,275.0,7.5,89.0,84.0,35.9,18.8,1.0912,15,4,6,0
2004-06-25 16:00:00,2.1,275.0,11.7,127.0,111.0,36.2,18.6,1.0945,16,4,6,0
2004-06-25 17:00:00,2.4,275.0,13.3,149.0,115.0,35.4,15.3,0.8613,17,4,6,0
2004-06-25 18:00:00,2.8,275.0,14.4,170.0,127.0,32.9,15.5,0.7649,18,4,6,0
2004-06-25 19:00:00,3.4,275.0,17.9,210.0,129.0,29.9,19.8,0.8211,19,4,6,0
2004-06-25 20:00:00,3.4,275.0,15.9,230.0,140.0,28.1,22.4,0.8394,20,4,6,0
2004-06-25 21:00:00,2.7,275.0,14.2,203.0,137.0,26.1,24.7,0.8233,21,4,6,0
2004-06-25 22:00:00,2.6,275.0,13.8,174.0,130.0,25.0,28.7,0.8944,22,4,6,0
2004-06-25 23:00:00,2.3,275.0,11.7,164.0,121.0,24.3,31.0,0.9268,23,4,6,0
2004-06-26 00:00:00,1.2,275.0,6.2,76.0,79.0,24.0,31.2,0.919,0,5,6,1
2004-06-26 01:00:00,1.0,275.0,5.1,52.0,69.0,22.4,34.9,0.9362,1,5,6,1
2004-06-26 02:00:00,0.9,275.0,4.5,47.0,61.0,21.2,37.6,0.9355,2,5,6,1
2004-06-26 03:00:00,1.1,275.0,4.9,42.0,59.5,19.5,42.3,0.9461,3,5,6,1
2004-06-26 04:00:00,0.75,275.0,2.5,37.0,58.0,21.2,39.4,0.9802,4,5,6,1
2004-06-26 05:00:00,0.4,275.0,2.3,41.0,58.0,19.5,42.4,0.9515,5,5,6,1
2004-06-26 06:00:00,0.9,275.0,5.5,74.0,70.0,18.6,45.8,0.9723,6,5,6,1
2004-06-26 07:00:00,1.8,275.0,10.4,168.0,104.0,19.7,44.1,1.0039,7,5,6,1
2004-06-26 08:00:00,2.2,275.0,12.4,176.0,109.0,21.9,39.4,1.0243,8,5,6,1
2004-06-26 09:00:00,2.4,275.0,14.0,184.0,129.0,24.5,34.3,1.0407,9,5,6,1
2004-06-26 10:00:00,2.3,275.0,12.7,187.0,144.0,30.0,25.6,1.0674,10,5,6,1
2004-06-26 11:00:00,1.6,275.0,9.0,118.0,101.0,34.5,18.9,1.0168,11,5,6,1
2004-06-26 12:00:00,1.4,275.0,8.5,89.0,90.0,36.3,17.5,1.0411,12,5,6,1
2004-06-26 13:00:00,1.4,275.0,8.2,70.0,86.0,37.7,16.0,1.0231,13,5,6,1
2004-06-26 14:00:00,1.0,275.0,5.9,51.0,69.0,38.3,15.8,1.0465,14,5,6,1
2004-06-26 15:00:00,1.0,275.0,5.6,52.0,65.0,38.4,17.5,1.1609,15,5,6,1
2004-06-26 16:00:00,1.2,275.0,6.7,70.0,73.0,37.2,20.5,1.2813,16,5,6,1
2004-06-26 17:00:00,1.3,275.0,6.1,80.0,73.0,34.0,26.4,1.3781,17,5,6,1
2004-06-26 18:00:00,1.5,275.0,6.7,90.0,78.0,32.3,30.4,1.445,18,5,6,1
2004-06-26 19:00:00,1.9,275.0,9.2,111.0,98.0,30.5,33.9,1.4564,19,5,6,1
2004-06-26 20:00:00,1.8,275.0,8.2,107.0,99.0,29.2,37.8,1.5098,20,5,6,1
2004-06-26 21:00:00,1.4,275.0,7.0,73.0,83.0,28.4,39.1,1.4881,21,5,6,1
2004-06-26 22:00:00,1.7,275.0,9.5,75.0,88.0,27.7,40.6,1.4828,22,5,6,1
2004-06-26 23:00:00,2.7,275.0,15.1,144.0,117.0,27.2,42.5,1.5069,23,5,6,1
2004-06-27 00:00:00,2.1,275.0,11.7,120.0,97.0,26.5,44.8,1.528,0,6,6,1
2004-06-27 01:00:00,1.4,275.0,9.3,71.0,75.0,25.5,47.6,1.5318,1,6,6,1
2004-06-27 02:00:00,1.0,275.0,6.4,40.0,53.0,25.2,47.8,1.5076,2,6,6,1
2004-06-27 03:00:00,1.0,275.0,6.7,37.0,49.0,23.2,53.7,1.5046,3,6,6,1
2004-06-27 04:00:00,0.8,275.0,4.2,34.0,45.0,23.2,52.3,1.4668,4,6,6,1
2004-06-27 05:00:00,0.5,275.0,2.6,27.0,42.0,24.0,50.3,1.4811,5,6,6,1
2004-06-27 06:00:00,0.6,275.0,2.8,30.0,44.0,23.5,51.2,1.4634,6,6,6,1
2004-06-27 07:00:00,0.6,275.0,3.1,40.0,50.0,23.5,50.8,1.452,7,6,6,1
2004-06-27 08:00:00,1.0,275.0,6.2,56.0,60.0,24.7,47.6,1.4597,8,6,6,1
2004-06-27 09:00:00,1.6,275.0,7.9,104.0,100.0,27.2,41.1,1.4611,9,6,6,1
2004-06-27 10:00:00,1.9,275.0,10.5,121.0,111.0,31.0,32.4,1.4294,10,6,6,1
2004-06-27 11:00:00,1.7,275.0,9.0,100.0,110.0,35.2,24.8,1.3854,11,6,6,1
2004-06-27 12:00:00,1.1,275.0,6.3,59.0,74.0,37.8,18.5,1.1977,12,6,6,1
2004-06-27 13:00:00,0.8,275.0,3.5,42.0,56.0,39.0,15.1,1.0424,13,6,6,1
2004-06-27 14:00:00,0.7,275.0,4.0,38.0,50.0,41.3,12.8,0.9933,14,6,6,1
2004-06-27 15:00:00,0.7,275.0,4.2,40.0,54.0,41.8,11.9,0.9476,15,6,6,1
2004-06-27 16:00:00,1.2,275.0,6.9,70.0,90.0,42.2,14.2,1.1609,16,6,6,1
2004-06-27 17:00:00,1.6,275.0,7.9,95.0,109.0,41.4,15.5,1.2089,17,6,6,1
2004-06-27 18:00:00,1.6,275.0,7.9,90.0,110.0,38.9,21.4,1.4605,18,6,6,1
2004-06-27 19:00:00,1.7,275.0,10.3,90.0,103.0,34.3,26.0,1.3865,19,6,6,1
2004-06-27 20:00:00,2.0,275.0,10.5,111.0,120.0,32.7,27.7,1.3439,20,6,6,1
2004-06-27 21:00:00,2.3,275.0,12.7,135.0,134.0,30.5,30.4,1.3031,21,6,6,1
2004-06-27 22:00:00,2.4,275.0,11.9,146.0,137.0,29.0,33.6,1.3277,22,6,6,1
2004-06-27 23:00:00,1.7,275.0,9.3,100.0,99.0,28.2,36.6,1.3781,23,6,6,1
2004-06-28 00:00:00,1.2,275.0,7.9,69.0,78.0,27.2,38.9,1.3821,0,0,6,0
2004-06-28 01:00:00,1.0,275.0,5.0,47.0,63.0,26.7,40.0,1.3754,1,0,6,0
2004-06-28 02:00:00,0.6,275.0,3.4,26.0,41.0,26.0,41.2,1.3598,2,0,6,0
2004-06-28 03:00:00,0.5,275.0,3.2,25.0,40.0,22.8,50.1,1.3677,3,0,6,0
2004-06-28 04:00:00,0.4,275.0,2.7,24.0,39.0,24.0,46.6,1.37,4,0,6,0
2004-06-28 05:00:00,0.5,275.0,3.1,55.0,60.0,24.0,46.4,1.3689,5,0,6,0
2004-06-28 06:00:00,0.7,275.0,5.0,47.0,54.0,23.7,47.1,1.3602,6,0,6,0
2004-06-28 07:00:00,3.2,275.0,20.7,209.0,119.0,23.6,47.3,1.3634,7,0,6,0
2004-06-28 08:00:00,5.6,275.0,32.4,348.0,159.0,25.5,43.1,1.3891,8,0,6,0
2004-06-28 09:00:00,4.6,275.0,24.2,337.0,182.0,28.5,36.8,1.4128,9,0,6,0
2004-06-28 10:00:00,3.3,275.0,16.6,280.0,183.0,32.6,28.0,1.3566,10,0,6,0
2004-06-28 11:00:00,2.1,275.0,13.2,169.0,144.0,36.3,23.4,1.3902,11,0,6,0
2004-06-28 12:00:00,1.9,275.0,12.3,126.0,118.0,37.5,21.5,1.3673,12,0,6,0
2004-06-28 13:00:00,1.9,275.0,12.1,108.0,106.0,39.6,19.0,1.3447,13,0,6,0
2004-06-28 14:00:00,1.6,275.0,11.1,93.0,97.0,40.1,19.3,1.4013,14,0,6,0
2004-06-28 15:00:00,2.0,275.0,13.1,112.0,129.0,40.4,20.0,1.4854,15,0,6,0
2004-06-28 16:00:00,1.8,275.0,11.6,110.0,130.0,39.9,20.1,1.4495,16,0,6,0
2004-06-28 17:00:00,2.9,275.0,17.7,188.0,163.0,39.1,19.6,1.3542,17,0,6,0
2004-06-28 18:00:00,3.4,275.0,19.5,203.0,160.0,37.0,21.9,1.3503,18,0,6,0
2004-06-28 19:00:00,3.1,275.0,19.7,167.0,140.0,33.9,26.8,1.3899,19,0,6,0
2004-06-28 20:00:00,2.5,275.0,15.1,116.0,115.0,31.9,30.6,1.4201,20,0,6,0
2004-06-28 21:00:00,1.8,275.0,11.1,89.0,92.0,29.7,33.9,1.3874,21,0,6,0
2004-06-28 22:00:00,1.8,275.0,11.7,103.0,99.0,28.6,36.8,1.416,22,0,6,0
2004-06-28 23:00:00,2.0,275.0,11.7,100.0,96.0,27.8,38.7,1.4187,23,0,6,0
2004-06-29 00:00:00,1.5,275.0,9.7,86.0,80.0,27.8,40.0,1.4691,0,1,6,0
2004-06-29 01:00:00,0.8,275.0,6.0,52.0,65.0,27.5,41.3,1.4962,1,1,6,0
2004-06-29 02:00:00,0.4,275.0,3.9,27.0,46.0,27.3,41.6,1.4906,2,1,6,0
2004-06-29 03:00:00,0.3,275.0,2.6,31.0,51.5,26.0,44.2,1.4657,3,1,6,0
2004-06-29 04:00:00,0.4,275.0,2.8,35.0,57.0,24.8,48.0,1.4857,4,1,6,0
2004-06-29 05:00:00,0.5,275.0,3.0,42.0,54.0,25.9,45.1,1.4889,5,1,6,0
2004-06-29 06:00:00,0.7,275.0,5.4,57.0,62.0,25.3,47.6,1.5108,6,1,6,0
2004-06-29 07:00:00,3.4,275.0,23.5,228.0,102.0,24.7,49.5,1.5201,7,1,6,0
2004-06-29 08:00:00,5.7,275.0,33.5,350.0,140.0,27.1,43.1,1.5224,8,1,6,0
2004-06-29 09:00:00,3.2,275.0,15.5,232.0,121.0,28.3,39.8,1.5053,9,1,6,0
2004-06-29 10:00:00,2.7,275.0,15.3,206.0,132.0,32.4,32.3,1.5484,10,1,6,0
2004-06-29 11:00:00,2.1,275.0,12.8,159.0,122.0,35.4,27.8,1.5733,11,1,6,0
2004-06-29 12:00:00,2.8,275.0,15.2,184.0,148.0,35.5,27.4,1.5635,12,1,6,0
2004-06-29 13:00:00,2.5,275.0,15.7,136.0,133.0,37.8,24.4,1.5722,13,1,6,0
2004-06-29 14:00:00,2.1,275.0,12.3,124.0,130.0,37.2,25.5,1.5914,14,1,6,0
2004-06-29 15:00:00,2.5,275.0,15.3,133.0,141.0,37.2,25.6,1.6014,15,1,6,0
2004-06-29 16:00:00,2.7,275.0,17.6,156.0,172.0,38.0,25.0,1.6312,16,1,6,0
2004-06-29 17:00:00,3.7,275.0,21.5,200.0,198.0,37.1,26.9,1.6635,17,1,6,0
2004-06-29 18:00:00,3.7,275.0,23.2,202.0,181.0,36.9,27.8,1.7099,18,1,6,0
2004-06-29 19:00:00,4.6,275.0,25.6,286.0,202.0,34.7,31.9,1.7325,19,1,6,0
2004-06-29 20:00:00,2.6,275.0,14.3,141.0,120.0,31.9,38.4,1.7897,20,1,6,0
2004-06-29 21:00:00,2.5,275.0,14.4,117.0,115.0,30.5,42.3,1.8173,21,1,6,0
2004-06-29 22:00:00,2.3,275.0,12.6,110.0,112.0,29.3,45.8,1.8362,22,1,6,0
2004-06-29 23:00:00,2.2,275.0,13.7,100.0,97.0,28.2,48.1,1.8144,23,1,6,0
2004-06-30 00:00:00,2.5,275.0,13.1,112.0,100.0,27.3,51.0,1.8287,0,2,6,0
2004-06-30 01:00:00,0.9,275.0,6.1,35.0,47.0,26.8,52.4,1.8141,1,2,6,0
2004-06-30 02:00:00,0.8,275.0,5.8,33.0,44.0,26.0,54.9,1.8141,2,2,6,0
2004-06-30 03:00:00,0.7,275.0,3.7,30.5,43.0,26.8,51.9,1.8058,3,2,6,0
2004-06-30 04:00:00,0.5,275.0,2.6,28.0,42.0,26.9,51.8,1.805,4,2,6,0
2004-06-30 05:00:00,0.7,275.0,4.6,49.0,57.0,24.6,59.1,1.8013,5,2,6,0
2004-06-30 06:00:00,0.9,275.0,7.4,81.0,61.0,26.4,53.1,1.7987,6,2,6,0
2004-06-30 07:00:00,2.2,275.0,15.2,178.0,106.0,27.3,46.4,1.6542,7,2,6,0
2004-06-30 08:00:00,2.8,275.0,16.7,223.0,136.0,28.4,40.4,1.5442,8,2,6,0
2004-06-30 09:00:00,2.9,275.0,17.0,290.0,157.0,30.8,37.1,1.6169,9,2,6,0
2004-06-30 10:00:00,2.9,275.0,18.0,274.0,171.0,34.2,30.7,1.6252,10,2,6,0
2004-06-30 11:00:00,3.0,275.0,16.1,278.0,190.0,37.0,26.5,1.6352,11,2,6,0
2004-06-30 12:00:00,2.5,275.0,13.4,152.0,155.0,36.6,27.8,1.676,12,2,6,0
2004-06-30 13:00:00,2.3,275.0,14.0,118.0,139.0,36.9,26.9,1.6477,13,2,6,0
2004-06-30 14:00:00,2.1,275.0,13.4,141.0,152.0,39.3,22.2,1.552,14,2,6,0
2004-06-30 15:00:00,1.9,275.0,10.4,131.0,143.0,38.5,22.4,1.5018,15,2,6,0
2004-06-30 16:00:00,2.3,275.0,12.7,171.0,168.0,39.7,20.4,1.4594,16,2,6,0
2004-06-30 17:00:00,4.2,275.0,24.5,287.0,226.0,38.8,24.2,1.6433,17,2,6,0
2004-06-30 18:00:00,4.9,275.0,27.8,267.0,207.0,33.5,38.0,1.939,18,2,6,0
2004-06-30 19:00:00,4.9,275.0,23.3,280.0,197.0,34.0,32.9,1.7251,19,2,6,0
2004-06-30 20:00:00,3.5,275.0,17.6,224.0,158.0,31.9,33.7,1.5663,20,2,6,0
2004-06-30 21:00:00,2.5,275.0,14.5,137.0,124.0,30.2,37.6,1.587,21,2,6,0
2004-06-30 22:00:00,2.5,275.0,14.4,118.0,110.0,28.9,41.0,1.6096,22,2,6,0
2004-06-30 23:00:00,2.6,275.0,14.2,128.0,112.0,27.8,45.2,1.6604,23,2,6,0
2004-07-01 00:00:00,2.3,275.0,12.9,111.0,102.0,27.1,47.4,1.6701,0,3,7,0
2004-07-01 01:00:00,1.5,275.0,9.9,66.0,77.0,26.2,49.4,1.6555,1,3,7,0
2004-07-01 02:00:00,0.9,275.0,5.1,36.0,50.0,26.9,49.3,1.7196,2,3,7,0
2004-07-01 03:00:00,0.6,275.0,2.8,33.5,45.0,26.3,50.8,1.7058,3,3,7,0
2004-07-01 04:00:00,0.6,275.0,3.2,31.0,40.0,24.9,54.6,1.6908,4,3,7,0
2004-07-01 05:00:00,0.8,275.0,5.4,75.0,66.0,23.4,58.6,1.6651,5,3,7,0
2004-07-01 06:00:00,0.9,275.0,6.4,66.0,60.0,24.4,55.2,1.6604,6,3,7,0
2004-07-01 07:00:00,2.4,275.0,17.1,154.0,85.0,25.1,54.3,1.7057,7,3,7,0
2004-07-01 08:00:00,3.9,275.0,22.3,239.0,120.0,26.6,51.2,1.7565,8,3,7,0
2004-07-01 09:00:00,2.9,275.0,14.6,246.0,134.0,28.2,47.1,1.7752,9,3,7,0
2004-07-01 10:00:00,2.7,275.0,13.3,261.0,149.0,31.6,39.4,1.7969,10,3,7,0
2004-07-01 11:00:00,2.0,275.0,10.5,179.0,125.0,34.2,31.8,1.6837,11,3,7,0
2004-07-01 12:00:00,2.4,275.0,14.2,159.0,132.0,36.6,27.1,1.6352,12,3,7,0
2004-07-01 13:00:00,2.0,275.0,12.2,111.0,114.0,37.6,26.9,1.715,13,3,7,0
2004-07-01 14:00:00,1.8,275.0,10.1,101.0,110.0,38.1,26.3,1.7213,14,3,7,0
2004-07-01 15:00:00,1.9,275.0,11.7,118.0,121.0,37.8,26.9,1.7392,15,3,7,0
2004-07-01 16:00:00,1.8,275.0,10.9,120.0,127.0,37.8,22.7,1.4653,16,3,7,0
2004-07-01 17:00:00,2.9,275.0,17.3,177.0,157.0,36.9,24.7,1.5134,17,3,7,0
2004-07-01 18:00:00,3.3,275.0,18.0,186.0,169.0,34.5,28.5,1.531,18,3,7,0
2004-07-01 19:00:00,4.4,275.0,22.9,235.0,179.0,32.5,30.9,1.4875,19,3,7,0
2004-07-01 20:00:00,3.4,275.0,16.5,195.0,149.0,30.9,30.4,1.338,20,3,7,0
2004-07-01 21:00:00,1.9,275.0,10.2,106.0,111.0,28.7,34.7,1.3457,21,3,7,0
2004-07-01 22:00:00,2.1,275.0,11.6,107.0,112.0,27.7,39.3,1.4372,22,3,7,0
2004-07-01 23:00:00,2.5,275.0,14.3,134.0,120.0,26.8,45.1,1.5645,23,3,7,0
2004-07-02 00:00:00,2.3,275.0,13.3,117.0,105.0,26.1,45.3,1.5115,0,4,7,0
2004-07-02 01:00:00,1.7,275.0,10.0,83.0,90.0,25.9,46.1,1.5174,1,4,7,0
2004-07-02 02:00:00,1.5,275.0,7.6,77.0,87.0,25.3,47.6,1.513,2,4,7,0
2004-07-02 03:00:00,0.8,275.0,3.4,57.0,70.5,26.6,43.0,1.4773,3,4,7,0
2004-07-02 04:00:00,0.65,275.0,3.3,37.0,54.0,25.3,47.2,1.5025,4,4,7,0
2004-07-02 05:00:00,0.5,275.0,2.9,50.0,61.0,25.1,48.0,1.5115,5,4,7,0
2004-07-02 06:00:00,0.8,275.0,5.6,60.0,63.0,24.8,50.6,1.5654,6,4,7,0
2004-07-02 07:00:00,2.6,275.0,17.5,179.0,102.0,25.7,49.7,1.615,7,4,7,0
2004-07-02 08:00:00,4.9,275.0,29.0,300.0,149.0,27.4,45.5,1.6396,8,4,7,0
2004-07-02 09:00:00,2.9,275.0,17.0,263.0,147.0,29.3,40.0,1.6082,9,4,7,0
2004-07-02 10:00:00,2.8,275.0,15.6,265.0,158.0,33.6,28.7,1.4693,10,4,7,0
2004-07-02 11:00:00,1.8,275.0,10.1,164.0,112.0,34.6,27.7,1.4991,11,4,7,0
2004-07-02 12:00:00,1.8,275.0,11.7,122.0,108.0,35.6,27.2,1.5557,12,4,7,0
2004-07-02 13:00:00,1.9,275.0,12.0,125.0,120.0,36.9,23.3,1.4313,13,4,7,0
2004-07-02 14:00:00,1.7,275.0,11.0,125.0,117.0,38.8,20.7,1.4036,14,4,7,0
2004-07-02 15:00:00,1.7,275.0,11.2,115.0,119.0,38.1,22.6,1.4868,15,4,7,0
2004-07-02 16:00:00,1.9,275.0,10.5,162.0,149.0,37.1,23.0,1.4229,16,4,7,0
2004-07-02 17:00:00,2.1,275.0,11.8,149.0,174.0,34.8,19.3,1.0543,17,4,7,0
2004-07-02 18:00:00,2.4,275.0,13.8,161.0,163.0,33.6,20.7,1.059,18,4,7,0
2004-07-02 19:00:00,3.0,275.0,17.3,201.0,161.0,31.4,18.5,0.8376,19,4,7,0
2004-07-02 20:00:00,2.8,275.0,14.2,209.0,154.0,29.5,23.8,0.9623,20,4,7,0
2004-07-02 21:00:00,1.9,275.0,10.7,133.0,124.0,27.4,27.1,0.9736,21,4,7,0
2004-07-02 22:00:00,2.1,275.0,12.7,133.0,122.0,26.1,31.1,1.0338,22,4,7,0
2004-07-02 23:00:00,1.8,275.0,10.1,134.0,119.0,25.5,34.0,1.0935,23,4,7,0
2004-07-03 00:00:00,2.5,275.0,13.1,164.0,131.0,24.0,37.8,1.1125,0,5,7,1
2004-07-03 01:00:00,1.1,275.0,7.4,72.0,84.0,24.2,37.3,1.1118,1,5,7,1
2004-07-03 02:00:00,0.7,275.0,4.6,50.0,77.0,23.4,40.6,1.1571,2,5,7,1
2004-07-03 03:00:00,0.7,275.0,4.7,38.5,59.0,21.8,46.6,1.1991,3,5,7,1
2004-07-03 04:00:00,0.4,275.0,2.8,27.0,41.0,22.6,43.0,1.1629,4,5,7,1
2004-07-03 05:00:00,0.7,275.0,4.5,74.0,68.0,20.2,50.7,1.1844,5,5,7,1
2004-07-03 06:00:00,0.7,275.0,5.9,69.0,69.0,20.5,49.3,1.176,6,5,7,1
2004-07-03 07:00:00,1.8,275.0,11.1,162.0,101.0,21.4,48.0,1.2086,7,5,7,1
2004-07-03 08:00:00,2.3,275.0,14.4,208.0,120.0,23.2,43.9,1.2344,8,5,7,1
2004-07-03 09:00:00,1.9,275.0,11.1,168.0,124.0,25.3,40.7,1.2921,9,5,7,1
2004-07-03 10:00:00,1.7,275.0,9.9,139.0,113.0,29.9,31.1,1.2883,10,5,7,1
2004-07-03 11:00:00,1.3,275.0,8.8,104.0,97.0,33.9,21.3,1.1067,11,5,7,1
2004-07-03 12:00:00,1.5,275.0,9.9,99.0,94.0,36.3,16.0,0.9465,12,5,7,1
2004-07-03 13:00:00,1.3,275.0,7.4,89.0,86.0,36.6,15.2,0.9177,13,5,7,1
2004-07-03 14:00:00,0.8,275.0,6.1,57.0,70.0,37.4,15.8,0.9998,14,5,7,1
2004-07-03 15:00:00,0.8,275.0,6.2,64.0,70.0,37.9,15.0,0.9721,15,5,7,1
2004-07-03 16:00:00,1.1,275.0,7.1,65.0,82.0,38.0,16.8,1.0933,16,5,7,1
2004-07-03 17:00:00,1.2,275.0,8.0,79.0,93.0,36.9,17.5,1.0789,17,5,7,1
2004-07-03 18:00:00,1.2,275.0,7.3,80.0,89.0,35.3,17.0,0.9561,18,5,7,1
2004-07-03 19:00:00,1.4,275.0,8.7,81.0,90.0,31.9,20.4,0.9462,19,5,7,1
2004-07-03 20:00:00,1.1,275.0,7.5,59.0,67.0,29.1,29.6,1.1792,20,5,7,1
